ticker,sector,high1_date,high1,high2_date,high2,rsi1,rsi2,entry_date,entry_close,exit_date,exit_close,stock_60d_return,spy_entry_close,spy_exit_date,spy_exit_close,spy_60d_return,pair_pnl
FAST,Industrials,2008-08-11,6.65,2008-09-19,7.06,62.75723009508536,56.640573402390395,2008-09-26,6.3,2008-12-22,4.17,-0.3380952380952381,120.85,2008-12-22,87.06,-0.27960281340504756,0.05849242469019056
TRMB,Technology,2008-06-25,19.095,2008-09-19,30.34,58.027192857360355,47.51175343649862,2008-09-26,14.11,2008-12-22,10.04,-0.2884479092841956,120.85,2008-12-22,87.06,-0.27960281340504756,0.008845095879148057
HAS,Consumer Cyclical,2008-06-25,38.83,2008-09-19,41.5,56.44383694881212,43.58279743606575,2008-09-26,35.66,2008-12-22,28.81,-0.19209197980931014,120.85,2008-12-22,87.06,-0.27960281340504756,-0.08751083359573741
AOS,Industrials,2008-08-11,7.27,2008-09-19,8.52,73.09723448108426,57.407200406193425,2008-09-26,6.74,2008-12-22,4.67,-0.30712166172106825,120.85,2008-12-22,87.06,-0.27960281340504756,0.027518848316020694
WAB,Industrials,2008-06-25,25.75,2008-09-19,29.68,71.18846908553596,52.14607165334513,2008-09-26,26.48,2008-12-22,19.81,-0.25188821752265866,120.85,2008-12-22,87.06,-0.27960281340504756,-0.027714595882388893
CLX,Consumer Defensive,2008-08-18,61.06,2008-09-19,65.0,69.06481961560215,59.656102103301514,2008-09-26,61.78,2008-12-22,54.68,-0.11492392359987058,120.85,2008-12-22,87.06,-0.27960281340504756,-0.16467888980517698
SPG,Real Estate,2008-08-11,95.7,2008-09-19,100.06,61.83477328733014,55.769904083478,2008-09-26,93.73,2008-12-22,48.89,-0.4783953910167502,120.85,2008-12-22,87.06,-0.27960281340504756,0.19879257761170266
CSGP,Real Estate,2008-08-11,5.74,2008-09-19,6.12,76.10071548002617,59.17955765044134,2008-09-26,4.8,2008-12-22,3.12,-0.35,120.85,2008-12-22,87.06,-0.27960281340504756,0.07039718659495242
ROL,Consumer Cyclical,2008-07-24,3.52,2008-09-19,4.44,71.29614023120213,57.77670845881463,2008-09-26,3.73,2008-12-22,3.37,-0.09651474530831095,120.85,2008-12-22,87.06,-0.27960281340504756,-0.1830880680967366
RL,Consumer Cyclical,2008-08-15,75.43,2008-09-19,82.02,71.90819886662271,49.40638941236236,2008-09-26,71.88,2008-12-22,43.15,-0.3996939343350028,120.85,2008-12-22,87.06,-0.27960281340504756,0.12009112092995522
WMT,Consumer Defensive,2008-07-22,19.85,2008-09-19,21.28,59.066418159546714,47.972580481384355,2008-09-26,20.24,2008-12-22,18.66,-0.07806324110671925,120.85,2008-12-22,87.06,-0.27960281340504756,-0.2015395722983283
CPB,Consumer Defensive,2008-07-30,37.24,2008-09-23,40.05,66.88220627052753,51.66474684972826,2008-09-30,38.6,2008-12-24,28.89,-0.2515544041450777,115.99,2008-12-24,86.66,-0.25286662643331326,-0.001312222288235576
REGN,Healthcare,2008-07-31,22.65,2008-09-29,25.0,77.35227369899536,53.62363864461227,2008-10-06,19.84,2008-12-31,18.36,-0.07459677419354838,104.72,2008-12-31,90.24,-0.1382734912146677,-0.06367671702111932
JPM,Financial Services,2008-07-23,43.0,2008-10-03,50.63,61.49328416749035,54.4619177680373,2008-10-10,41.64,2009-01-07,28.09,-0.3254082612872239,88.5,2009-01-07,90.67,0.024519774011299456,0.34992803529852334
GIS,Consumer Defensive,2008-08-15,33.98,2008-10-03,35.5,68.20742417562826,59.061928311514144,2008-10-10,29.06,2009-01-07,29.42,0.012388162422574123,88.5,2009-01-07,90.67,0.024519774011299456,0.012131611588725333
DLTR,Consumer Defensive,2008-10-29,13.33,2008-12-08,14.4333,60.47152663903075,54.22728980625835,2008-12-15,13.6367,2009-03-13,13.7367,0.0073331524489064215,87.75,2009-03-13,76.09,-0.13287749287749284,-0.14021064532639926
BMY,Healthcare,2008-11-05,21.77,2009-01-28,23.72,57.07590651106296,50.86682602321596,2009-02-04,22.73,2009-05-01,19.29,-0.15134183897932252,83.33,2009-05-01,87.89,0.054722188887555534,0.20606402786687805
AZO,Consumer Cyclical,2009-01-05,141.78,2009-02-23,148.5,62.94061966220149,56.21472649407362,2009-03-02,140.03,2009-05-27,155.04,0.10719131614653987,70.6,2009-05-27,89.67,0.27011331444759223,0.16292199830105236
VTRS,Healthcare,2009-01-13,11.28,2009-04-09,14.94,68.75680213859218,61.94350609905475,2009-04-17,14.6,2009-07-14,12.35,-0.15410958904109584,87.08,2009-07-14,90.61,0.04053743683968758,0.19464702588078342
DLTR,Consumer Defensive,2009-03-10,14.1,2009-04-28,15.0267,62.7885499650052,57.20854122521694,2009-05-05,14.4067,2009-07-30,15.49,0.07519418048546855,90.57,2009-07-30,98.67,0.0894335872805565,0.01423940679508795
VTRS,Healthcare,2009-03-18,13.85,2009-04-29,14.91,67.35049005131279,61.000929920097974,2009-05-06,13.27,2009-07-31,13.19,-0.006028636021100264,92.14,2009-07-31,98.81,0.07238984154547423,0.0784184775665745
DLTR,Consumer Defensive,2009-03-10,14.1,2009-05-07,14.8633,62.7885499650052,53.47662146194806,2009-05-14,14.0067,2009-08-10,15.37,0.09733199111853597,89.44,2009-08-10,100.99,0.12913685152057242,0.03180486040203645
ICE,Financial Services,2009-04-13,18.29,2009-06-29,23.67,69.92273524649228,60.66211893928537,2009-07-07,19.61,2009-09-30,19.44,-0.008669046404895409,88.06,2009-09-30,105.59,0.19906881671587562,0.20773786312077103
EW,Healthcare,2009-04-28,5.4409,2009-07-01,5.6808,68.3598354109337,56.80749969655415,2009-07-09,5.45,2009-10-02,5.7,0.04587155963302747,88.17,2009-10-02,102.49,0.16241351933764303,0.11654195970461556
WBD,Communication Services,2009-05-06,11.18,2009-07-01,12.17,69.03277915491978,63.891848197285135,2009-07-09,11.69,2009-10-02,15.12,0.2934131736526946,88.17,2009-10-02,102.49,0.16241351933764303,-0.13099965431505156
GNRC,Industrials,2011-07-21,13.8469,2011-08-29,14.418,66.94356304062694,60.10828063346624,2011-09-06,12.6316,2011-11-30,16.5193,0.30777573704043837,116.99,2011-11-30,124.99,0.06838191298401575,-0.23939382405642262
MNST,Consumer Defensive,2011-06-09,6.13,2011-08-30,7.52,74.34153803028184,66.88490188695496,2011-09-07,7.09,2011-12-01,7.67,0.08180535966149516,120.29,2011-12-01,124.97,0.03890597722171418,-0.042899382439780975
MKTX,Financial Services,2011-07-07,26.25,2011-08-30,30.95,77.73332180593727,62.98123598677113,2011-09-07,30.24,2011-12-01,28.7,-0.05092592592592593,120.29,2011-12-01,124.97,0.03890597722171418,0.08983190314764011
DLTR,Consumer Defensive,2011-07-07,35.27,2011-08-30,37.36,78.24212210357584,66.17376121147201,2011-09-07,35.995,2011-12-01,41.025,0.13974163078205315,120.29,2011-12-01,124.97,0.03890597722171418,-0.10083565356033897
TDY,Technology,2011-07-07,51.68,2011-09-01,55.46,69.21457514052592,57.04632138890177,2011-09-09,50.14,2011-12-05,55.2,0.10091743119266061,115.92,2011-12-05,126.22,0.08885438233264309,-0.012063048860017522
KO,Consumer Defensive,2011-07-07,34.45,2011-09-08,35.89,68.69505419978968,60.855961564407984,2011-09-15,35.51,2011-12-09,33.79,-0.048437059983103326,121.43,2011-12-09,126.05,0.038046611216338455,0.08648367119944178
MKTX,Financial Services,2011-07-07,26.25,2011-09-13,30.86,77.73332180593727,56.95963815949099,2011-09-20,27.17,2011-12-14,26.95,-0.00809716599190291,120.17,2011-12-14,121.74,0.01306482483148863,0.02116199082339154
KO,Consumer Defensive,2011-07-07,34.45,2011-09-16,35.84,68.69505419978968,59.67505814391537,2011-09-23,33.71,2011-12-19,33.69,-0.0005932957579354303,113.54,2011-12-19,120.29,0.05945041395103057,0.060043709708966
CMG,Consumer Cyclical,2011-07-07,6.6,2011-09-20,6.94,81.15245022159475,64.04942611303736,2011-09-27,6.41,2011-12-21,6.68,0.04212168486739465,117.54,2011-12-21,124.17,0.05640632976008164,0.014284644892686993
AAPL,Technology,2011-07-26,14.45,2011-09-20,15.1,84.1516268897682,69.29706892134647,2011-09-27,14.26,2011-12-21,14.16,-0.007012622720897643,117.54,2011-12-21,124.17,0.05640632976008164,0.06341895248097928
MA,Financial Services,2011-07-07,32.23,2011-09-20,36.19,71.78022944578422,64.04592953476563,2011-09-27,33.81,2011-12-21,37.42,0.10677314404022487,117.54,2011-12-21,124.17,0.05640632976008164,-0.050366814280143224
V,Financial Services,2011-07-07,22.71,2011-09-20,23.69,72.77171647254978,64.87904477642827,2011-09-27,22.37,2011-12-21,25.18,0.1256146624944121,117.54,2011-12-21,124.17,0.05640632976008164,-0.06920833273433047
TJX,Consumer Cyclical,2011-07-11,13.99,2011-09-20,14.93,74.31232191995966,66.85338325895202,2011-09-27,14.44,2011-12-21,15.88,0.09972299168975085,117.54,2011-12-21,124.17,0.05640632976008164,-0.04331666192966921
DLTR,Consumer Defensive,2011-07-07,35.27,2011-09-27,39.675,78.24212210357584,59.72517764638295,2011-10-04,37.535,2011-12-29,42.03,0.11975489543093132,112.34,2011-12-29,126.12,0.12266334342175544,0.0029084479908241256
HSY,Consumer Defensive,2011-07-07,58.16,2011-09-27,60.96,69.26120109716507,60.98244449087265,2011-10-04,58.01,2011-12-29,62.0,0.06878124461299784,112.34,2011-12-29,126.12,0.12266334342175544,0.053882098808757606
DECK,Consumer Cyclical,2011-07-21,16.29,2011-09-27,17.5,65.88537338246613,60.19398576290701,2011-10-04,15.78,2011-12-29,12.95,-0.17934093789607097,112.34,2011-12-29,126.12,0.12266334342175544,0.3020042813178264
AZO,Consumer Cyclical,2011-07-14,302.0,2011-09-29,337.23,61.37260127288302,52.12531553696347,2011-10-06,322.37,2012-01-03,319.79,-0.00800322610664761,116.49,2012-01-03,127.5,0.09451455060520231,0.10251777671184992
ED,Utilities,2011-07-07,54.13,2011-09-30,57.74,64.87225769266553,56.13970423656177,2011-10-07,56.11,2012-01-04,59.9,0.06754589199786132,115.71,2012-01-04,127.7,0.10362112176994209,0.036075229772080775
SO,Utilities,2011-07-21,40.87,2011-09-30,42.99,62.8926319837688,57.685075984885735,2011-10-07,42.37,2012-01-04,45.0,0.06207222091102205,115.71,2012-01-04,127.7,0.10362112176994209,0.041548900858920046
AAPL,Technology,2011-07-26,14.45,2011-10-17,15.24,84.1516268897682,65.89567380146421,2011-10-24,14.49,2012-01-20,15.01,0.03588681849551412,125.49,2012-01-20,131.95,0.051478205434695834,0.015591386939181717
DG,Consumer Defensive,2011-09-07,37.13,2011-10-26,40.71,70.99643336966516,64.42179161821402,2011-11-02,39.18,2012-01-31,42.61,0.08754466564573771,123.99,2012-01-31,131.32,0.05911767077990149,-0.02842699486583622
ED,Utilities,2011-08-24,56.96,2011-10-27,59.89,68.8867926735992,63.31145934677619,2011-11-03,58.75,2012-02-01,59.01,0.004425531914893588,126.25,2012-02-01,132.47,0.04926732673267331,0.04484179481777972
RL,Consumer Cyclical,2011-09-20,154.62,2011-10-31,164.55,68.01299219527394,61.82900159991542,2011-11-07,157.32,2012-02-03,155.97,-0.008581235697940448,126.26,2012-02-03,134.54,0.065578964042452,0.07416019974039245
CNP,Utilities,2011-09-20,20.45,2011-11-02,21.47,58.58054630873864,45.34212539518965,2011-11-09,19.58,2012-02-07,18.87,-0.03626149131767098,123.16,2012-02-07,134.79,0.0944300097434232,0.13069150106109417
MNST,Consumer Defensive,2011-08-30,7.52,2011-11-04,8.11,66.88490188695496,61.661243208241935,2011-11-11,7.79,2012-02-09,9.03,0.15917843388960207,126.66,2012-02-09,135.36,0.06868782567503562,-0.09049060821456645
DLTR,Consumer Defensive,2011-08-30,37.36,2011-11-09,40.46,66.17376121147201,50.72242720480839,2011-11-16,38.025,2012-02-14,44.25,0.1637080867850098,124.08,2012-02-14,135.19,0.08953900709219864,-0.07416907969281117
NEM,Basic Materials,2011-08-22,63.55,2011-11-09,72.42,70.90129363167276,57.75250575368282,2011-11-16,67.99,2012-02-14,58.77,-0.1356081776731871,124.08,2012-02-14,135.19,0.08953900709219864,0.22514718476538575
ED,Utilities,2011-08-24,56.96,2011-11-11,59.73,68.8867926735992,59.008992494333235,2011-11-18,58.14,2012-02-16,57.9,-0.0041279669762642746,121.98,2012-02-16,136.05,0.11534677816035432,0.1194747451366186
DUK,Utilities,2011-09-30,60.63,2011-11-14,63.06,65.71099231134434,59.177195999774604,2011-11-21,60.09,2012-02-17,62.7,0.043434847728407444,119.66,2012-02-17,136.41,0.13997994317232165,0.09654509544391421
LKQ,Consumer Cyclical,2011-09-15,13.53,2011-11-14,15.01,64.69599844069779,57.725868013383014,2011-11-21,14.14,2012-02-17,16.14,0.14144271570014144,119.66,2012-02-17,136.41,0.13997994317232165,-0.001462772527819789
MNST,Consumer Defensive,2011-08-30,7.52,2011-11-15,7.95,66.88490188695496,58.41146144927349,2011-11-22,7.41,2012-02-21,8.94,0.2064777327935221,119.19,2012-02-21,136.47,0.14497860558771714,-0.06149912720580497
DG,Consumer Defensive,2011-09-07,37.13,2011-11-16,40.44,70.99643336966516,53.21410713574618,2011-11-23,38.93,2012-02-22,41.38,0.06293347033136398,116.56,2012-02-22,136.03,0.16703843514070016,0.10410496480933618
INTC,Technology,2011-09-27,22.98,2011-11-16,25.5,66.4976946583008,58.46433240544681,2011-11-23,22.7,2012-02-22,26.73,0.17753303964757716,116.56,2012-02-22,136.03,0.16703843514070016,-0.010494604506877003
TDG,Industrials,2011-10-31,94.99,2011-11-17,102.73,64.68134053263299,51.68782191154481,2011-11-25,91.17,2012-02-23,117.07,0.28408467697707573,116.34,2012-02-23,136.63,0.17440261303077187,-0.10968206394630386
LKQ,Consumer Cyclical,2011-09-15,13.53,2011-12-01,15.63,64.69599844069779,57.61337046204115,2011-12-08,14.8,2012-03-07,15.5,0.04729729729729715,123.95,2012-03-07,135.69,0.09471561113352145,0.0474183138362243
BIIB,Healthcare,2011-09-16,102.014,2011-12-02,117.55,65.46185629127041,54.71881840351135,2011-12-09,112.95,2012-03-08,120.42,0.06613545816733057,126.05,2012-03-08,137.04,0.08718762395874657,0.021052165791416
CNC,Healthcare,2011-10-31,9.0075,2011-12-02,9.7675,72.83620284022044,63.943544083037594,2011-12-09,9.39,2012-03-08,11.515,0.22630457933972314,126.05,2012-03-08,137.04,0.08718762395874657,-0.13911695538097657
GOOGL,Communication Services,2011-10-14,15.0,2011-12-05,15.81,71.55599678072566,63.57248146334913,2011-12-12,15.65,2012-03-09,15.02,-0.0402555910543132,124.21,2012-03-09,137.57,0.10755977779566872,0.14781536884998192
GOOG,Communication Services,2011-10-14,14.93,2011-12-05,15.74,71.62270748414235,63.455607279483345,2011-12-12,15.58,2012-03-09,14.95,-0.04043645699614895,124.21,2012-03-09,137.57,0.10755977779566872,0.14799623479181767
ORLY,Consumer Cyclical,2011-09-19,4.8,2011-12-09,5.42,76.69212364936573,69.98835220821046,2011-12-16,5.33,2012-03-15,6.01,0.12757973733583494,121.59,2012-03-15,140.72,0.1573320174356443,0.029752280099809347
ALGN,Healthcare,2011-10-28,24.0,2011-12-09,25.58,77.51695073592484,68.77923884319497,2011-12-16,23.95,2012-03-15,27.19,0.1352818371607516,121.59,2012-03-15,140.72,0.1573320174356443,0.022050180274892694
HUM,Healthcare,2011-09-27,80.64,2011-12-13,88.23,58.70548034177579,52.883230343560705,2011-12-20,86.63,2012-03-19,87.17,0.00623340644118664,123.93,2012-03-19,140.85,0.13652868554829323,0.1302952791071066
GOOG,Communication Services,2011-10-14,14.93,2011-12-13,15.85,71.62270748414235,61.223822626376645,2011-12-20,15.7,2012-03-19,15.79,0.005732484076433009,123.93,2012-03-19,140.85,0.13652868554829323,0.13079620147186022
GNRC,Industrials,2011-11-03,16.9153,2011-12-13,19.2824,72.89403441547545,66.69655210969609,2011-12-20,18.6345,2012-03-19,16.8422,-0.09618181330328157,123.93,2012-03-19,140.85,0.13652868554829323,0.2327104988515748
LKQ,Consumer Cyclical,2011-10-14,14.36,2011-12-13,15.25,63.60057732815872,49.78839160738155,2011-12-20,14.98,2012-03-19,15.84,0.057409879839786404,123.93,2012-03-19,140.85,0.13652868554829323,0.07911880570850682
GOOGL,Communication Services,2011-10-14,15.0,2011-12-13,15.93,71.55599678072566,61.3734133830924,2011-12-20,15.77,2012-03-19,15.86,0.005707038681039833,123.93,2012-03-19,140.85,0.13652868554829323,0.1308216468672534
GNRC,Industrials,2011-11-03,16.9153,2011-12-22,19.4042,72.89403441547545,63.8538754689032,2011-12-30,18.4697,2012-03-28,16.4271,-0.11059194247876247,125.5,2012-03-28,140.47,0.11928286852589642,0.2298748110046589
DXCM,Healthcare,2015-07-23,21.55,2015-08-31,24.06,72.3895181254374,58.83223168332229,2015-09-08,22.76,2015-12-02,21.56,-0.05272407732864692,197.43,2015-12-02,208.53,0.05622245859291897,0.10894653592156589
MSI,Technology,2015-08-05,65.0,2015-09-09,70.26,76.67337494099264,66.06107663064577,2015-09-16,67.47,2015-12-10,69.37,0.02816066399881434,200.18,2015-12-10,205.87,0.028424418023778486,0.0002637540249641468
NVR,Consumer Cyclical,2015-07-31,1500.0,2015-09-09,1583.95,76.43672293048263,58.07599938296953,2015-09-16,1574.99,2015-12-10,1661.07,0.05465431526549369,200.18,2015-12-10,205.87,0.028424418023778486,-0.026229897241715205
LMT,Industrials,2015-06-18,194.49,2015-09-09,209.24,55.66358952284761,50.51616817596509,2015-09-16,207.56,2015-12-10,218.88,0.05453844671420316,200.18,2015-12-10,205.87,0.028424418023778486,-0.026114028690424673
DHI,Consumer Cyclical,2015-06-24,28.7,2015-09-09,31.91,69.70501078942898,55.12810478301455,2015-09-16,31.58,2015-12-10,32.35,0.024382520582647338,200.18,2015-12-10,205.87,0.028424418023778486,0.004041897441131148
AIZ,Financial Services,2015-07-16,73.69,2015-09-15,78.19,74.39961041029775,61.28869871359361,2015-09-22,75.6,2015-12-16,82.55,0.09193121693121697,193.91,2015-12-16,208.03,0.07281728636996543,-0.019113930561251546
MO,Consumer Defensive,2015-07-07,51.82,2015-09-16,55.66,64.53805393014696,59.49434890192127,2015-09-23,54.4,2015-12-17,58.43,0.0740808823529413,193.6,2015-12-17,204.86,0.05816115702479352,-0.015919725328147782
HOLX,Healthcare,2015-06-26,38.55,2015-09-17,42.58,69.83102681134571,62.59503159685036,2015-09-24,40.71,2015-12-18,38.58,-0.05232129697862942,192.9,2015-12-18,200.02,0.03691031622602381,0.08923161320465323
NVR,Consumer Cyclical,2015-07-31,1500.0,2015-09-17,1604.9,76.43672293048263,64.01542418723182,2015-09-24,1581.0,2015-12-18,1656.56,0.04779253636938652,192.9,2015-12-18,200.02,0.03691031622602381,-0.010882220143362709
MOH,Healthcare,2015-08-05,78.48,2015-09-17,81.95,66.37746668868107,59.89953438478013,2015-09-24,76.6,2015-12-18,60.33,-0.21240208877284594,192.9,2015-12-18,200.02,0.03691031622602381,0.24931240499886975
MLM,Basic Materials,2015-07-23,162.75,2015-09-17,178.67,68.63484834314286,63.48343297341112,2015-09-24,159.69,2015-12-18,139.91,-0.12386498841505422,192.9,2015-12-18,200.02,0.03691031622602381,0.16077530464107803
CCL,Consumer Cyclical,2015-06-25,51.0,2015-09-17,53.54,68.22100220829597,61.32925397337665,2015-09-24,50.88,2015-12-18,52.41,0.030070754716980952,192.9,2015-12-18,200.02,0.03691031622602381,0.006839561509042857
DXCM,Healthcare,2015-08-14,24.71,2015-09-17,25.82,78.3507131653477,67.6879065520946,2015-09-24,24.26,2015-12-18,20.53,-0.1537510305028854,192.9,2015-12-18,200.02,0.03691031622602381,0.19066134672890922
CDW,Technology,2015-08-06,40.01,2015-09-17,41.99,73.36125537786053,62.976156782477005,2015-09-24,40.59,2015-12-18,42.41,0.04483863020448364,192.9,2015-12-18,200.02,0.03691031622602381,-0.007928313978459833
IQV,Healthcare,2015-06-26,73.82,2015-09-17,78.84,71.17717927940751,62.88980319178294,2015-09-24,75.2,2015-12-18,69.52,-0.0755319148936171,192.9,2015-12-18,200.02,0.03691031622602381,0.11244223111964091
ORLY,Consumer Cyclical,2015-06-26,15.59,2015-09-17,17.04,67.28106682864691,58.981286095279316,2015-09-24,16.53,2015-12-18,16.76,0.01391409558378709,192.9,2015-12-18,200.02,0.03691031622602381,0.02299622064223672
META,Communication Services,2015-06-25,89.4,2015-09-21,96.49,70.55917304177134,62.40595089845965,2015-09-28,89.21,2015-12-22,105.51,0.1827149422710459,188.01,2015-12-22,203.5,0.08238923461518,-0.1003257076558659
MSI,Technology,2015-08-05,65.0,2015-09-25,69.39,76.67337494099264,65.28782552217206,2015-10-02,68.4,2015-12-29,69.64,0.018128654970760216,195.0,2015-12-29,207.4,0.06358974358974367,0.04546108861898346
NVR,Consumer Cyclical,2015-07-31,1500.0,2015-09-25,1610.0,76.43672293048263,62.20832450428923,2015-10-02,1547.06,2015-12-29,1650.0,0.06653911289801306,195.0,2015-12-29,207.4,0.06358974358974367,-0.0029493693082693895
INCY,Healthcare,2015-07-15,121.7,2015-10-02,131.33,65.06066104355563,58.24713993123513,2015-10-09,105.0,2016-01-06,102.26,-0.02609523809523806,201.33,2016-01-06,198.82,-0.012467093826056819,0.013628144269181242
CBOE,Financial Services,2015-08-10,64.6,2015-10-05,68.28,69.11053471069202,56.77000369765873,2015-10-12,65.93,2016-01-07,62.86,-0.046564538146519174,201.52,2016-01-07,194.05,-0.037068281063914243,0.00949625708260493
MSI,Technology,2015-08-05,65.0,2015-10-08,69.91,76.67337494099264,60.6205270800867,2015-10-15,69.27,2016-01-12,64.91,-0.06294211058178145,202.35,2016-01-12,193.66,-0.04294539164813438,0.019996718933647073
LMT,Industrials,2015-07-20,205.39,2015-10-09,216.27,77.91563126858868,60.85330513690414,2015-10-16,209.78,2016-01-13,214.4,0.02202307178949381,203.27,2016-01-13,188.83,-0.07103852019481471,-0.09306159198430852
STZ,Consumer Defensive,2015-08-18,130.42,2015-10-12,138.67,80.21895262134198,67.10126032090119,2015-10-19,135.18,2016-01-14,143.25,0.05969818020417206,203.37,2016-01-14,191.93,-0.056252151251413696,-0.11595033145558575
VRSN,Technology,2015-08-05,71.82,2015-10-12,75.68,77.87966497143893,66.7915690597396,2015-10-19,75.5,2016-01-14,75.65,0.001986754966887494,203.37,2016-01-14,191.93,-0.056252151251413696,-0.05823890621830119
NVR,Consumer Cyclical,2015-07-31,1500.0,2015-10-13,1610.0,76.43672293048263,55.30304205294819,2015-10-20,1590.0,2016-01-15,1512.02,-0.04904402515723272,203.11,2016-01-15,187.81,-0.07532863965338987,-0.026284614496157155
TAP,Consumer Defensive,2015-09-21,85.79,2015-12-04,95.51,76.75124843298269,65.3754138907909,2015-12-11,92.68,2016-03-10,91.81,-0.009387138541217088,201.88,2016-03-10,199.54,-0.011591044184664168,-0.0022039056434470794
POOL,Industrials,2015-09-17,73.87,2015-12-07,84.29,62.02165452288696,55.738521514020384,2015-12-14,80.23,2016-03-11,82.74,0.03128505546553639,202.9,2016-03-11,202.76,-0.0006899950714638337,-0.03197505053700023
MNST,Consumer Defensive,2015-11-11,25.65,2015-12-07,26.75,68.88266927647942,61.016857832013955,2015-12-14,25.32,2016-03-11,22.31,-0.11887835703001581,202.9,2016-03-11,202.76,-0.0006899950714638337,0.11818836195855198
NI,Utilities,2015-09-17,17.76,2015-12-10,19.54,59.5826377221046,46.10081493765651,2015-12-17,19.28,2016-03-16,23.1,0.19813278008298751,204.86,2016-03-16,203.34,-0.007419701259396727,-0.20555248134238424
EW,Healthcare,2015-10-02,25.79,2015-12-10,27.6617,68.0045590764296,58.96596250813777,2015-12-17,26.9967,2016-03-16,28.5933,0.05914056162419845,204.86,2016-03-16,203.34,-0.007419701259396727,-0.06656026288359518
GE,Industrials,2015-10-23,142.75,2015-12-16,149.45,74.08742451048755,63.684568344005406,2015-12-23,148.11,2016-03-22,148.64,0.0035784214435214956,206.02,2016-03-22,204.56,-0.007086690612561952,-0.010665112056083448
FI,Technology,2015-09-25,44.62,2015-12-16,47.5,54.38514129985023,46.40053044044154,2015-12-23,46.72,2016-03-22,49.96,0.06934931506849318,206.02,2016-03-22,204.56,-0.007086690612561952,-0.07643600568105513
NOC,Industrials,2015-10-13,177.92,2015-12-16,191.0,65.8325067485712,60.07197590138652,2015-12-23,190.0,2016-03-22,194.34,0.022842105263157997,206.02,2016-03-22,204.56,-0.007086690612561952,-0.02992879587571995
NVDA,Technology,2015-10-23,0.7195,2015-12-17,0.839,78.58281207871147,58.26296221691683,2015-12-24,0.82925,2016-03-23,0.86075,0.037986132047030496,205.68,2016-03-23,203.21,-0.012008945935433668,-0.049995077982464164
ADBE,Technology,2015-09-23,85.985,2015-12-17,96.42,65.46376383333404,58.4735237547019,2015-12-24,94.3,2016-03-23,92.16,-0.02269353128313889,205.68,2016-03-23,203.21,-0.012008945935433668,0.010684585347705222
MKTX,Financial Services,2015-09-25,101.21,2015-12-17,112.75,59.650402194400435,54.08322753268931,2015-12-24,111.13,2016-03-23,121.15,0.09016467200575917,205.68,2016-03-23,203.21,-0.012008945935433668,-0.10217361794119284
CLX,Consumer Defensive,2015-10-23,124.61,2015-12-17,131.78,73.32726894718883,67.89316159593818,2015-12-24,127.86,2016-03-23,127.08,-0.006100422336930977,205.68,2016-03-23,203.21,-0.012008945935433668,-0.005908523598502691
TAP,Consumer Defensive,2015-10-05,85.05,2015-12-17,95.13,72.1048392544265,56.41895729164108,2015-12-24,93.98,2016-03-23,95.52,0.016386465205362688,205.68,2016-03-23,203.21,-0.012008945935433668,-0.028395411140796356
LDOS,Technology,2015-10-12,45.84,2015-12-17,58.54,67.54370369239427,56.36102344489032,2015-12-24,57.12,2016-03-23,48.96,-0.1428571428571428,205.68,2016-03-23,203.21,-0.012008945935433668,0.13084819692170913
SWK,Industrials,2015-10-09,103.11,2015-12-17,109.84,56.96766742996502,49.50799613172575,2015-12-24,106.95,2016-03-23,102.95,-0.03740065451145391,205.68,2016-03-23,203.21,-0.012008945935433668,0.025391708576020244
GOOG,Communication Services,2015-10-23,36.5,2015-12-17,38.13,71.1022576892591,53.75850243874729,2015-12-24,37.42,2016-03-23,36.9,-0.013896312132549493,205.68,2016-03-23,203.21,-0.012008945935433668,0.001887366197115825
GDDY,Technology,2015-11-12,33.42,2015-12-18,35.21,71.94111728057733,61.71435337043829,2015-12-28,33.19,2016-03-24,31.56,-0.04911117806568244,205.21,2016-03-24,203.12,-0.01018468885531898,0.03892648921036346
FSLR,Energy,2015-11-06,59.85,2015-12-24,67.8,75.57053324587027,68.41888914659586,2016-01-04,66.72,2016-03-31,68.47,0.026229016786570636,201.02,2016-03-31,205.52,0.022385832255497062,-0.0038431845310735735
LDOS,Technology,2015-10-12,45.84,2015-12-29,58.37,67.54370369239427,58.52730313134237,2016-01-06,54.28,2016-04-04,51.75,-0.04661016949152541,198.82,2016-04-04,206.25,0.03737048586661307,0.08398065535813848
TYL,Technology,2015-10-05,170.54,2015-12-29,184.01,75.22667989771085,61.04141730733455,2016-01-06,166.41,2016-04-04,135.77,-0.18412355026741178,198.82,2016-04-04,206.25,0.03737048586661307,0.22149403613402485
TAP,Consumer Defensive,2015-10-05,85.05,2015-12-29,95.04,72.1048392544265,60.141462044943985,2016-01-06,90.8,2016-04-04,96.01,0.0573788546255507,198.82,2016-04-04,206.25,0.03737048586661307,-0.020008368758937634
PSA,Real Estate,2015-11-02,235.33,2015-12-29,253.93,72.99896106212935,65.86915901391825,2016-01-06,251.67,2016-04-04,276.27,0.0977470497079509,198.82,2016-04-04,206.25,0.03737048586661307,-0.06037656384133783
PAYX,Industrials,2015-10-28,52.38,2015-12-29,54.54,75.5222134070865,58.92395422483705,2016-01-06,50.78,2016-04-04,53.45,0.05257975580937391,198.82,2016-04-04,206.25,0.03737048586661307,-0.015209269942760839
